0.001000 ; 49.999028 ; -0.999979 ; 0.037286 ; 0.478018 ; 0.001500 
0.002000 ; 49.999078 ; -0.999977 ; 0.037782 ; 0.483849 ; 0.002500 
0.003000 ; 49.999153 ; -0.999974 ; 0.038276 ; 0.487758 ; 0.003500 
0.004000 ; 49.999253 ; -0.999970 ; 0.038768 ; 0.490727 ; 0.004500 
0.005000 ; 49.999378 ; -0.999965 ; 0.039259 ; 0.493135 ; 0.005500 
0.006000 ; 49.999528 ; -0.999959 ; 0.039748 ; 0.495171 ; 0.006500 
0.007000 ; 49.999703 ; -0.999952 ; 0.040235 ; 0.496939 ; 0.007500 
0.008000 ; 49.999903 ; -0.999944 ; 0.040720 ; 0.498508 ; 0.008500 
0.009000 ; 50.000128 ; -0.999935 ; 0.041203 ; 0.499920 ; 0.009500 
0.010000 ; 50.000378 ; -0.999925 ; 0.041684 ; 0.501206 ; 0.010500 
0.011000 ; 50.000653 ; -0.999914 ; 0.042163 ; 0.502390 ; 0.011500 
0.012000 ; 50.000953 ; -0.999902 ; 0.042640 ; 0.503487 ; 0.012500 
0.013000 ; 50.001278 ; -0.999889 ; 0.043114 ; 0.504510 ; 0.013500 
0.014000 ; 50.001628 ; -0.999875 ; 0.043587 ; 0.505471 ; 0.014500 
0.015000 ; 50.002003 ; -0.999860 ; 0.044057 ; 0.506376 ; 0.015500 
0.016000 ; 50.002403 ; -0.999844 ; 0.044524 ; 0.507233 ; 0.016500 
0.017000 ; 50.002828 ; -0.999827 ; 0.044990 ; 0.508046 ; 0.017500 
0.018000 ; 50.003278 ; -0.999809 ; 0.045453 ; 0.508821 ; 0.018500 
0.019000 ; 50.003753 ; -0.999790 ; 0.045913 ; 0.509561 ; 0.019500 
0.020000 ; 50.004253 ; -0.999770 ; 0.046371 ; 0.510270 ; 0.020500 
0.021000 ; 50.004778 ; -0.999749 ; 0.046827 ; 0.510951 ; 0.021500 
0.022000 ; 50.005328 ; -0.999727 ; 0.047280 ; 0.511605 ; 0.022500 
0.023000 ; 50.005903 ; -0.999704 ; 0.047730 ; 0.512235 ; 0.023500 
0.024000 ; 50.006503 ; -0.999680 ; 0.048178 ; 0.512842 ; 0.024500 
0.025000 ; 50.007128 ; -0.999655 ; 0.048623 ; 0.513429 ; 0.025500 
0.026000 ; 50.007778 ; -0.999629 ; 0.049065 ; 0.513997 ; 0.026500 
0.027000 ; 50.008453 ; -0.999602 ; 0.049504 ; 0.514547 ; 0.027500 
0.028000 ; 50.009153 ; -0.999574 ; 0.049941 ; 0.515081 ; 0.028500 
0.029000 ; 50.009878 ; -0.999545 ; 0.050375 ; 0.515598 ; 0.029500 
0.030000 ; 50.010628 ; -0.999515 ; 0.050806 ; 0.516101 ; 0.030500 
0.031000 ; 50.011403 ; -0.999484 ; 0.051233 ; 0.516590 ; 0.031500 
0.032000 ; 50.012203 ; -0.999452 ; 0.051658 ; 0.517066 ; 0.032500 
0.033000 ; 50.013028 ; -0.999419 ; 0.052080 ; 0.517529 ; 0.033500 
0.034000 ; 50.013878 ; -0.999385 ; 0.052499 ; 0.517981 ; 0.034500 
0.035000 ; 50.014753 ; -0.999350 ; 0.052915 ; 0.518422 ; 0.035500 
0.036000 ; 50.015653 ; -0.999314 ; 0.053327 ; 0.518851 ; 0.036500 
0.037000 ; 50.016578 ; -0.999277 ; 0.053737 ; 0.519271 ; 0.037500 
0.038000 ; 50.017528 ; -0.999239 ; 0.054143 ; 0.519681 ; 0.038500 
0.039000 ; 50.018503 ; -0.999200 ; 0.054546 ; 0.520082 ; 0.039500 
0.040000 ; 50.019503 ; -0.999160 ; 0.054945 ; 0.520473 ; 0.040500 
0.041000 ; 50.020528 ; -0.999119 ; 0.055342 ; 0.520857 ; 0.041500 
0.042000 ; 50.021578 ; -0.999077 ; 0.055735 ; 0.521232 ; 0.042500 
0.043000 ; 50.022653 ; -0.999034 ; 0.056124 ; 0.521599 ; 0.043500 
0.044000 ; 50.023753 ; -0.998990 ; 0.056511 ; 0.521959 ; 0.044500 
0.045000 ; 50.024878 ; -0.998945 ; 0.056893 ; 0.522311 ; 0.045500 
0.046000 ; 50.026028 ; -0.998899 ; 0.057273 ; 0.522656 ; 0.046500 
0.047000 ; 50.027203 ; -0.998852 ; 0.057649 ; 0.522995 ; 0.047500 
0.048000 ; 50.028403 ; -0.998804 ; 0.058021 ; 0.523327 ; 0.048500 
0.049000 ; 50.029628 ; -0.998755 ; 0.058390 ; 0.523653 ; 0.049500 
0.050000 ; 50.030878 ; -0.998705 ; 0.058755 ; 0.523973 ; 0.050501 
0.051000 ; 50.032153 ; -0.998654 ; 0.059116 ; 0.524287 ; 0.051501 
0.052000 ; 50.033453 ; -0.998602 ; 0.059474 ; 0.524595 ; 0.052501 
0.053000 ; 50.034778 ; -0.998549 ; 0.059829 ; 0.524897 ; 0.053501 
0.054000 ; 50.036129 ; -0.998495 ; 0.060179 ; 0.525194 ; 0.054501 
0.055000 ; 50.037504 ; -0.998440 ; 0.060526 ; 0.525486 ; 0.055501 
0.056000 ; 50.038904 ; -0.998384 ; 0.060869 ; 0.525773 ; 0.056501 
0.057000 ; 50.040329 ; -0.998327 ; 0.061209 ; 0.526055 ; 0.057501 
0.058000 ; 50.041779 ; -0.998269 ; 0.061544 ; 0.526332 ; 0.058501 
0.059000 ; 50.043254 ; -0.998210 ; 0.061876 ; 0.526605 ; 0.059501 
0.060000 ; 50.044754 ; -0.998150 ; 0.062204 ; 0.526872 ; 0.060501 
0.061000 ; 50.046279 ; -0.998089 ; 0.062528 ; 0.527136 ; 0.061501 
0.062000 ; 50.047829 ; -0.998027 ; 0.062848 ; 0.527395 ; 0.062501 
0.063000 ; 50.049404 ; -0.997964 ; 0.063165 ; 0.527650 ; 0.063501 
0.064000 ; 50.051004 ; -0.997900 ; 0.063477 ; 0.527901 ; 0.064501 
0.065000 ; 50.052629 ; -0.997835 ; 0.063786 ; 0.528147 ; 0.065501 
0.066000 ; 50.054279 ; -0.997769 ; 0.064090 ; 0.528390 ; 0.066501 
0.067000 ; 50.055954 ; -0.997702 ; 0.064391 ; 0.528629 ; 0.067501 
0.068000 ; 50.057654 ; -0.997634 ; 0.064687 ; 0.528864 ; 0.068501 
0.069000 ; 50.059379 ; -0.997565 ; 0.064980 ; 0.529096 ; 0.069501 
0.070000 ; 50.061129 ; -0.997495 ; 0.065268 ; 0.529324 ; 0.070501 
0.071000 ; 50.062904 ; -0.997424 ; 0.065553 ; 0.529549 ; 0.071501 
0.072000 ; 50.064704 ; -0.997352 ; 0.065833 ; 0.529770 ; 0.072501 
0.073000 ; 50.066529 ; -0.997279 ; 0.066110 ; 0.529987 ; 0.073501 
0.074000 ; 50.068379 ; -0.997205 ; 0.066382 ; 0.530202 ; 0.074501 
0.075000 ; 50.070254 ; -0.997130 ; 0.066651 ; 0.530413 ; 0.075501 
0.076000 ; 50.072154 ; -0.997054 ; 0.066915 ; 0.530621 ; 0.076501 
0.077000 ; 50.074079 ; -0.996977 ; 0.067175 ; 0.530826 ; 0.077501 
0.078000 ; 50.076029 ; -0.996899 ; 0.067431 ; 0.531028 ; 0.078501 
0.079000 ; 50.078004 ; -0.996820 ; 0.067683 ; 0.531226 ; 0.079501 
0.080000 ; 50.080004 ; -0.996740 ; 0.067930 ; 0.531422 ; 0.080501 
0.081000 ; 50.082029 ; -0.996659 ; 0.068174 ; 0.531615 ; 0.081501 
0.082000 ; 50.084079 ; -0.996577 ; 0.068413 ; 0.531806 ; 0.082501 
0.083000 ; 50.086154 ; -0.996494 ; 0.068648 ; 0.531993 ; 0.083501 
0.084000 ; 50.088254 ; -0.996410 ; 0.068880 ; 0.532178 ; 0.084501 
0.085000 ; 50.090379 ; -0.996325 ; 0.069106 ; 0.532360 ; 0.085501 
0.086000 ; 50.092529 ; -0.996239 ; 0.069329 ; 0.532539 ; 0.086501 
0.087000 ; 50.094704 ; -0.996152 ; 0.069548 ; 0.532716 ; 0.087501 
0.088000 ; 50.096904 ; -0.996064 ; 0.069762 ; 0.532890 ; 0.088501 
0.089000 ; 50.099129 ; -0.995975 ; 0.069972 ; 0.533062 ; 0.089501 
0.090000 ; 50.101379 ; -0.995885 ; 0.070178 ; 0.533231 ; 0.090501 
0.091000 ; 50.103654 ; -0.995794 ; 0.070380 ; 0.533398 ; 0.091501 
0.092000 ; 50.105954 ; -0.995702 ; 0.070578 ; 0.533562 ; 0.092501 
0.093000 ; 50.108279 ; -0.995609 ; 0.070771 ; 0.533724 ; 0.093501 
0.094000 ; 50.110629 ; -0.995515 ; 0.070960 ; 0.533884 ; 0.094501 
0.095000 ; 50.113004 ; -0.995420 ; 0.071145 ; 0.534041 ; 0.095501 
0.096000 ; 50.115404 ; -0.995324 ; 0.071326 ; 0.534196 ; 0.096501 
0.097000 ; 50.117829 ; -0.995227 ; 0.071503 ; 0.534349 ; 0.097501 
0.098000 ; 50.120279 ; -0.995129 ; 0.071675 ; 0.534500 ; 0.098501 
0.099000 ; 50.122754 ; -0.995030 ; 0.071844 ; 0.534649 ; 0.099501 
0.100000 ; 50.125254 ; -0.994930 ; 0.072008 ; 0.534795 ; 0.100501 
0.101000 ; 50.127779 ; -0.994829 ; 0.072168 ; 0.534939 ; 0.101501 
0.102000 ; 50.130329 ; -0.994727 ; 0.072323 ; 0.535082 ; 0.102501 
0.103000 ; 50.132904 ; -0.994624 ; 0.072475 ; 0.535222 ; 0.103501 
0.104000 ; 50.135505 ; -0.994520 ; 0.072623 ; 0.535360 ; 0.104501 
0.105000 ; 50.138130 ; -0.994415 ; 0.072766 ; 0.535496 ; 0.105501 
0.106000 ; 50.140780 ; -0.994309 ; 0.072905 ; 0.535631 ; 0.106501 
0.107000 ; 50.143455 ; -0.994202 ; 0.073040 ; 0.535763 ; 0.107501 
0.108000 ; 50.146155 ; -0.994094 ; 0.073171 ; 0.535894 ; 0.108501 
0.109000 ; 50.148880 ; -0.993985 ; 0.073298 ; 0.536022 ; 0.109501 
0.110000 ; 50.151630 ; -0.993875 ; 0.073420 ; 0.536149 ; 0.110501 
0.111000 ; 50.154405 ; -0.993764 ; 0.073539 ; 0.536274 ; 0.111501 
0.112000 ; 50.157205 ; -0.993652 ; 0.073653 ; 0.536397 ; 0.112501 
0.113000 ; 50.160030 ; -0.993539 ; 0.073764 ; 0.536518 ; 0.113501 
0.114000 ; 50.162880 ; -0.993425 ; 0.073870 ; 0.536638 ; 0.114501 
0.115000 ; 50.165755 ; -0.993310 ; 0.073972 ; 0.536755 ; 0.115501 
0.116000 ; 50.168655 ; -0.993194 ; 0.074070 ; 0.536871 ; 0.116501 
0.117000 ; 50.171580 ; -0.993077 ; 0.074165 ; 0.536986 ; 0.117501 
0.118000 ; 50.174530 ; -0.992959 ; 0.074255 ; 0.537098 ; 0.118501 
0.119000 ; 50.177505 ; -0.992840 ; 0.074341 ; 0.537209 ; 0.119501 
0.120000 ; 50.180505 ; -0.992720 ; 0.074423 ; 0.537318 ; 0.120501 
0.121000 ; 50.183530 ; -0.992599 ; 0.074502 ; 0.537426 ; 0.121501 
0.122000 ; 50.186580 ; -0.992477 ; 0.074576 ; 0.537532 ; 0.122501 
0.123000 ; 50.189655 ; -0.992354 ; 0.074646 ; 0.537637 ; 0.123501 
0.124000 ; 50.192755 ; -0.992230 ; 0.074713 ; 0.537740 ; 0.124501 
0.125000 ; 50.195880 ; -0.992105 ; 0.074775 ; 0.537841 ; 0.125501 
0.126000 ; 50.199030 ; -0.991979 ; 0.074834 ; 0.537941 ; 0.126501 
0.127000 ; 50.202205 ; -0.991852 ; 0.074889 ; 0.538039 ; 0.127501 
0.128000 ; 50.205405 ; -0.991724 ; 0.074940 ; 0.538136 ; 0.128501 
0.129000 ; 50.208630 ; -0.991595 ; 0.074987 ; 0.538231 ; 0.129501 
0.130000 ; 50.211880 ; -0.991465 ; 0.075030 ; 0.538325 ; 0.130501 
0.131000 ; 50.215155 ; -0.991334 ; 0.075070 ; 0.538417 ; 0.131501 
0.132000 ; 50.218455 ; -0.991202 ; 0.075105 ; 0.538508 ; 0.132501 
0.133000 ; 50.221780 ; -0.991069 ; 0.075137 ; 0.538598 ; 0.133501 
0.134000 ; 50.225130 ; -0.990935 ; 0.075166 ; 0.538686 ; 0.134501 
0.135000 ; 50.228505 ; -0.990800 ; 0.075190 ; 0.538772 ; 0.135501 
0.136000 ; 50.231905 ; -0.990664 ; 0.075211 ; 0.538858 ; 0.136501 
0.137000 ; 50.235330 ; -0.990527 ; 0.075229 ; 0.538942 ; 0.137501 
0.138000 ; 50.238781 ; -0.990389 ; 0.075242 ; 0.539024 ; 0.138501 
0.139000 ; 50.242256 ; -0.990250 ; 0.075252 ; 0.539105 ; 0.139501 
0.140000 ; 50.245756 ; -0.990110 ; 0.075259 ; 0.539185 ; 0.140501 
0.141000 ; 50.249281 ; -0.989969 ; 0.075262 ; 0.539264 ; 0.141501 
0.142000 ; 50.252831 ; -0.989827 ; 0.075261 ; 0.539341 ; 0.142501 
0.143000 ; 50.256406 ; -0.989684 ; 0.075257 ; 0.539417 ; 0.143501 
0.144000 ; 50.260006 ; -0.989540 ; 0.075249 ; 0.539492 ; 0.144501 
0.145000 ; 50.263631 ; -0.989395 ; 0.075238 ; 0.539565 ; 0.145501 
0.146000 ; 50.267281 ; -0.989249 ; 0.075224 ; 0.539637 ; 0.146501 
0.147000 ; 50.270956 ; -0.989102 ; 0.075206 ; 0.539708 ; 0.147501 
0.148000 ; 50.274656 ; -0.988954 ; 0.075185 ; 0.539778 ; 0.148501 
0.149000 ; 50.278381 ; -0.988805 ; 0.075160 ; 0.539847 ; 0.149501 
0.150000 ; 50.282131 ; -0.988655 ; 0.075132 ; 0.539914 ; 0.150502 
0.151000 ; 50.285906 ; -0.988504 ; 0.075101 ; 0.539980 ; 0.151502 
0.152000 ; 50.289706 ; -0.988352 ; 0.075066 ; 0.540045 ; 0.152502 
0.153000 ; 50.293531 ; -0.988199 ; 0.075029 ; 0.540109 ; 0.153502 
0.154000 ; 50.297381 ; -0.988045 ; 0.074988 ; 0.540172 ; 0.154502 
0.155000 ; 50.301256 ; -0.987890 ; 0.074943 ; 0.540233 ; 0.155502 
0.156000 ; 50.305156 ; -0.987734 ; 0.074896 ; 0.540293 ; 0.156502 
0.157000 ; 50.309081 ; -0.987577 ; 0.074846 ; 0.540353 ; 0.157502 
0.158000 ; 50.313031 ; -0.987419 ; 0.074792 ; 0.540411 ; 0.158502 
0.159000 ; 50.317006 ; -0.987260 ; 0.074736 ; 0.540468 ; 0.159502 
0.160000 ; 50.321006 ; -0.987100 ; 0.074676 ; 0.540524 ; 0.160502 
0.161000 ; 50.325031 ; -0.986939 ; 0.074613 ; 0.540578 ; 0.161502 
0.162000 ; 50.329081 ; -0.986777 ; 0.074548 ; 0.540632 ; 0.162502 
0.163000 ; 50.333156 ; -0.986614 ; 0.074479 ; 0.540685 ; 0.163502 
0.164000 ; 50.337257 ; -0.986450 ; 0.074408 ; 0.540737 ; 0.164502 
0.165000 ; 50.341382 ; -0.986285 ; 0.074333 ; 0.540787 ; 0.165502 
0.166000 ; 50.345532 ; -0.986119 ; 0.074256 ; 0.540837 ; 0.166502 
0.167000 ; 50.349707 ; -0.985952 ; 0.074176 ; 0.540885 ; 0.167502 
0.168000 ; 50.353907 ; -0.985784 ; 0.074093 ; 0.540933 ; 0.168502 
0.169000 ; 50.358132 ; -0.985615 ; 0.074008 ; 0.540979 ; 0.169502 
0.170000 ; 50.362382 ; -0.985445 ; 0.073919 ; 0.541025 ; 0.170502 
0.171000 ; 50.366657 ; -0.985274 ; 0.073828 ; 0.541070 ; 0.171502 
0.172000 ; 50.370957 ; -0.985102 ; 0.073735 ; 0.541113 ; 0.172502 
0.173000 ; 50.375282 ; -0.984929 ; 0.073638 ; 0.541156 ; 0.173502 
0.174000 ; 50.379632 ; -0.984755 ; 0.073540 ; 0.541197 ; 0.174502 
0.175000 ; 50.384007 ; -0.984580 ; 0.073438 ; 0.541238 ; 0.175502 
0.176000 ; 50.388407 ; -0.984404 ; 0.073334 ; 0.541278 ; 0.176502 
0.177000 ; 50.392832 ; -0.984227 ; 0.073228 ; 0.541317 ; 0.177502 
0.178000 ; 50.397282 ; -0.984049 ; 0.073119 ; 0.541355 ; 0.178502 
0.179000 ; 50.401757 ; -0.983870 ; 0.073007 ; 0.541392 ; 0.179502 
0.180000 ; 50.406257 ; -0.983690 ; 0.072894 ; 0.541428 ; 0.180502 
0.181000 ; 50.410782 ; -0.983509 ; 0.072777 ; 0.541463 ; 0.181502 
